duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
3807,0,0,0,0,0,1,0
250,0,0,0,0,1,0,0
4348,0,0,0,0,0,1,0
100,0,0,0,0,1,0,0
210,0,0,0,0,0,1,0
231,0,0,0,0,1,0,0
1783,0,0,0,0,0,1,0
501,0,0,0,0,1,0,0
2174,0,0,0,0,0,1,0
280,0,0,0,0,0,0,1
150,0,0,0,0,1,0,0
722,0,0,0,0,0,1,0
601,0,0,0,0,0,0,1
2966,0,0,0,0,0,1,0
491,0,0,0,0,1,0,0
1362,0,0,0,0,0,1,0
110,0,0,0,0,1,0,0
230,0,0,0,0,0,1,0
110,0,0,0,0,0,0,1
120,0,0,0,0,1,0,0
922,0,0,0,0,0,1,0
130,0,0,0,0,1,0,0
1303,0,0,0,0,0,1,0
10,0,0,0,0,0,0,1
1713,0,0,0,0,0,1,0
80,0,0,0,0,1,0,0
20,0,0,0,0,0,0,1
1202,0,0,0,0,0,1,0
471,0,0,0,0,1,0,0
501,0,0,0,0,0,1,0
371,0,0,0,0,1,0,0
591,0,0,0,0,0,1,0
521,0,0,0,0,0,0,1
201,0,0,0,0,0,1,0
70,0,0,0,0,0,0,1
561,0,0,0,0,0,1,0
340,0,0,0,0,1,0,0
320,0,0,0,0,0,1,0
281,0,0,0,0,1,0,0
281,0,0,0,0,0,1,0
200,0,0,0,0,1,0,0
10,0,0,0,0,0,0,1
291,0,0,0,0,1,0,0
140,0,0,0,0,0,1,0
40,0,0,0,0,0,0,1
792,0,0,0,0,0,1,0
220,0,0,0,0,1,0,0
501,0,0,0,0,0,1,0
70,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
290,0,0,0,0,1,0,0
171,0,0,0,0,0,1,0
10,0,0,0,0,0,0,1
280,0,0,0,0,0,1,0
191,0,0,0,0,1,0,0
881,0,0,0,0,0,1,0
