duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
291,0,0,0,0,0,1,0
301,0,0,0,0,0,0,1
401,0,0,0,0,0,1,0
641,0,0,0,0,0,0,1
111,0,0,0,0,0,1,0
140,1,0,0,0,0,0,0
551,0,0,0,0,0,0,1
461,1,0,0,0,0,0,0
581,0,0,0,0,1,0,0
281,0,0,0,0,0,0,1
241,0,0,0,0,0,1,0
411,0,0,0,0,0,0,1
280,0,0,0,0,0,1,0
260,0,0,0,0,0,0,1
872,0,1,0,0,0,0,0
340,0,0,0,0,0,0,1
220,0,0,0,0,0,1,0
201,0,0,0,0,0,0,1
210,0,1,0,0,0,0,0
571,0,0,0,0,0,1,0
601,0,1,0,0,0,0,0
240,0,0,0,0,0,1,0
521,0,1,0,0,0,0,0
742,0,0,0,0,0,1,0
461,0,1,0,0,0,0,0
240,1,0,0,0,0,0,0
762,0,0,0,0,0,0,1
451,0,0,0,0,0,1,0
1222,0,0,0,0,0,0,1
210,0,1,0,0,0,0,0
270,0,0,0,0,1,0,0
181,1,0,0,0,0,0,0
250,0,0,0,0,0,0,1
130,1,0,0,0,0,0,0
200,0,1,0,0,0,0,0
411,0,0,0,0,0,1,0
471,1,0,0,0,0,0,0
120,0,1,0,0,0,0,0
170,0,0,0,0,0,1,0
311,0,1,0,0,0,0,0
561,0,0,0,0,0,0,1
551,0,0,0,0,0,1,0
1152,0,0,0,0,0,0,1
330,0,0,0,0,0,1,0
601,0,0,0,0,0,0,1
220,0,1,0,0,0,0,0
651,0,0,0,0,0,0,1
742,0,0,0,0,0,1,0
130,1,0,0,0,0,0,0
140,0,0,0,0,0,0,1
721,0,0,0,0,0,1,0
581,0,0,0,0,0,0,1
801,0,0,0,0,0,1,0
451,1,0,0,0,0,0,0
802,0,0,0,0,0,1,0
340,1,0,0,0,0,0,0
1092,0,0,0,0,0,1,0
220,0,0,0,0,0,0,1
621,0,0,0,0,0,1,0
791,0,0,0,0,0,0,1
261,0,0,0,0,0,1,0
290,0,1,0,0,0,0,0
230,0,0,0,1,0,0,0
140,0,0,0,0,0,1,0
321,1,0,0,0,0,0,0
501,0,0,0,0,0,1,0
130,0,0,0,0,1,0,0
221,1,0,0,0,0,0,0
531,0,0,0,0,0,0,1
571,0,0,0,0,0,1,0
280,1,0,0,0,0,0,0
681,0,0,0,0,0,0,1
361,0,0,0,0,0,1,0
571,0,0,0,0,0,0,1
381,0,0,0,0,0,1,0
180,0,1,0,0,0,0,0
832,0,0,0,0,0,0,1
992,0,1,0,0,0,0,0
90,0,0,0,0,0,0,1
321,0,1,0,0,0,0,0
160,0,0,0,0,0,1,0
341,0,1,0,0,0,0,0
751,0,0,0,0,0,1,0
50,1,0,0,0,0,0,0
441,0,0,0,0,0,0,1
290,0,0,0,0,0,1,0
