duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
761,0,1,0,0,0,0,0
111,0,0,0,0,0,0,1
340,0,0,0,0,0,1,0
551,0,1,0,0,0,0,0
1012,0,0,0,1,0,0,0
190,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
110,0,0,0,0,0,1,0
2966,0,0,0,0,0,0,1
511,0,0,0,0,1,0,0
30,0,0,0,0,0,0,1
270,0,0,0,0,0,1,0
11,0,0,0,0,0,0,1
150,1,0,0,0,0,0,0
2374,0,0,0,0,0,0,1
391,0,0,0,0,0,1,0
151,1,0,0,0,0,0,0
571,0,0,0,0,0,0,1
220,0,1,0,0,0,0,0
3056,0,0,0,0,0,0,1
50,0,0,0,1,0,0,0
1422,0,0,0,0,0,0,1
110,0,0,0,0,1,0,0
70,0,0,0,0,0,0,1
470,0,0,0,0,0,1,0
2855,0,0,0,0,0,0,1
390,0,0,0,0,0,1,0
2905,0,0,0,0,0,0,1
872,0,0,0,0,0,1,0
2955,0,0,0,0,0,0,1
641,0,0,0,0,0,1,0
4438,0,0,0,0,0,0,1
150,0,0,0,0,1,0,0
30,0,0,0,0,0,0,1
161,0,0,0,0,0,1,0
340,0,0,0,0,0,0,1
90,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1
992,0,1,0,0,0,0,0
741,0,0,0,0,1,0,0
70,0,0,0,0,0,0,1
70,0,0,0,0,0,1,0
862,0,0,0,0,0,0,1
310,0,0,0,0,1,0,0
30,0,0,0,0,0,0,1
170,0,0,0,0,0,1,0
1082,0,0,0,0,0,0,1
1643,0,1,0,0,0,0,0
100,0,0,0,0,0,0,1
110,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
431,0,0,0,0,1,0,0
2855,0,0,0,0,0,0,1
220,0,0,0,0,0,1,0
110,0,0,0,0,0,0,1
310,0,0,0,0,1,0,0
30,0,0,0,0,0,0,1
