duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
2164,0,0,0,0,0,1,0
932,0,1,0,0,0,0,0
591,0,0,0,0,0,1,0
1483,0,0,0,0,1,0,0
110,0,0,0,0,0,0,1
832,0,1,0,0,0,0,0
1092,0,0,0,0,0,1,0
2494,0,1,0,0,0,0,0
220,0,0,0,0,1,0,0
30,0,0,0,0,0,0,1
461,0,0,0,0,1,0,0
2464,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
311,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
341,0,0,0,0,0,1,0
1222,0,0,0,0,0,0,1
3507,0,0,0,0,0,1,0
1693,0,1,0,0,0,0,0
1052,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
371,0,0,0,0,0,1,0
1092,0,1,0,0,0,0,0
10,0,0,0,0,0,0,1
721,0,0,0,0,1,0,0
