duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
601,0,0,1,0,0,0,0
4047,0,0,0,0,0,0,1
70,0,0,0,0,0,1,0
151,0,0,0,0,0,0,1
1272,0,1,0,0,0,0,0
681,0,0,0,0,0,1,0
1001,0,1,0,0,0,0,0
270,0,0,0,1,0,0,0
1733,0,1,0,0,0,0,0
250,0,0,0,0,1,0,0
862,0,0,0,0,0,1,0
541,0,0,0,1,0,0,0
1002,0,0,0,0,0,1,0
261,0,0,0,0,1,0,0
350,0,1,0,0,0,0,0
721,0,0,0,1,0,0,0
461,0,1,0,0,0,0,0
972,0,0,0,0,0,1,0
110,0,0,0,0,0,0,1
611,1,0,0,0,0,0,0
1352,0,0,0,1,0,0,0
431,1,0,0,0,0,0,0
1242,0,0,0,0,0,1,0
2214,0,1,0,0,0,0,0
1933,0,0,0,0,0,1,0
602,0,1,0,0,0,0,0
1543,0,0,0,0,0,1,0
541,0,1,0,0,0,0,0
170,0,0,0,0,0,1,0
191,0,0,0,0,1,0,0
1813,0,0,0,0,0,1,0
622,0,1,0,0,0,0,0
621,0,0,0,0,0,1,0
601,0,0,0,1,0,0,0
662,0,0,0,0,0,1,0
861,0,0,0,0,1,0,0
511,0,0,0,0,0,1,0
1412,0,1,0,0,0,0,0
1503,0,0,0,0,0,1,0
1243,0,1,0,0,0,0,0
871,0,0,0,0,0,1,0
200,0,0,0,0,1,0,0
421,0,1,0,0,0,0,0
1112,0,0,0,0,0,0,1
832,0,1,0,0,0,0,0
461,0,0,0,1,0,0,0
902,0,0,0,0,0,1,0
1392,0,0,0,1,0,0,0
471,0,1,0,0,0,0,0
1193,0,0,0,0,0,1,0
2104,0,0,0,0,0,0,1
882,0,0,0,0,0,1,0
901,0,0,0,0,1,0,0
1122,0,0,0,0,0,1,0
100,0,1,0,0,0,0,0
30,0,0,0,0,0,0,1
411,0,1,0,0,0,0,0
60,0,0,0,0,0,0,1
