duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
1333,0,1,0,0,0,0,0
250,0,0,0,0,1,0,0
181,0,0,0,0,0,0,1
3326,0,0,0,0,1,0,0
20,0,0,0,0,0,0,1
651,0,0,0,0,1,0,0
20,0,0,0,0,0,0,1
231,0,0,0,0,1,0,0
180,0,1,0,0,0,0,0
961,0,0,0,0,0,0,1
741,0,0,1,0,0,0,0
1603,0,0,0,0,0,0,1
1122,1,0,0,0,0,0,0
2034,0,0,0,0,0,0,1
1092,0,0,0,0,1,0,0
391,0,0,0,0,0,1,0
1853,0,0,0,0,1,0,0
60,0,0,0,0,0,0,1
1804,0,0,0,0,1,0,0
140,0,0,0,0,0,0,1
1082,0,0,0,0,1,0,0
300,0,0,0,0,0,1,0
2315,0,0,0,0,1,0,0
15769,0,0,0,0,0,0,1
60,0,0,0,0,1,0,0
701,0,0,0,0,0,0,1
451,0,0,1,0,0,0,0
10990,0,0,0,0,0,0,1
261,0,0,1,0,0,0,0
761,0,0,0,0,0,0,1
1303,0,0,1,0,0,0,0
731,0,0,0,0,0,0,1
220,0,0,1,0,0,0,0
1784,0,0,0,0,0,0,1
150,0,0,0,0,1,0,0
121,0,0,0,0,0,0,1
761,0,0,0,0,1,0,0
772,0,0,0,0,0,1,0
741,0,0,0,0,1,0,0
80,0,0,0,0,0,0,1
141,0,0,0,0,1,0,0
3486,0,0,0,0,0,0,1
501,0,0,0,0,0,1,0
862,0,0,0,0,0,0,1
150,0,1,0,0,0,0,0
111,0,0,1,0,0,0,0
5891,0,0,0,0,0,0,1
