duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
85,0,0,0,0,0,0,1
951,0,1,0,0,0,0,0
380,0,0,0,0,0,1,0
70,0,0,0,0,0,0,1
821,1,0,0,0,0,0,0
591,0,1,0,0,0,0,0
40,0,0,0,0,0,0,1
521,0,0,0,0,0,1,0
3466,0,1,0,0,0,0,0
1081,0,0,0,0,0,1,0
4398,0,1,0,0,0,0,0
942,0,0,0,0,1,0,0
360,0,1,0,0,0,0,0
190,1,0,0,0,0,0,0
130,0,0,0,0,0,0,1
1172,1,0,0,0,0,0,0
661,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
511,0,0,0,0,1,0,0
2144,0,1,0,0,0,0,0
170,0,0,0,0,0,0,1
662,1,0,0,0,0,0,0
961,0,1,0,0,0,0,0
51,0,0,0,0,0,0,1
791,0,0,0,0,0,1,0
301,0,0,0,0,1,0,0
781,0,1,0,0,0,0,0
1152,1,0,0,0,0,0,0
661,0,1,0,0,0,0,0
461,0,0,0,0,1,0,0
221,0,0,0,0,0,0,1
310,0,0,0,0,1,0,0
70,0,0,0,0,0,0,1
231,0,0,0,0,0,1,0
942,0,1,0,0,0,0,0
40,0,0,0,0,0,0,1
791,0,1,0,0,0,0,0
181,0,0,0,0,0,0,1
130,1,0,0,0,0,0,0
691,0,0,0,0,1,0,0
20,0,0,0,0,0,0,1
671,0,0,0,0,1,0,0
10,0,0,0,0,0,0,1
1603,1,0,0,0,0,0,0
521,0,0,0,0,0,0,1
461,1,0,0,0,0,0,0
80,0,0,0,0,0,0,1
191,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
150,0,0,0,0,1,0,0
30,0,0,0,0,0,0,1
160,0,0,0,0,0,1,0
571,0,0,0,0,1,0,0
40,0,0,0,0,0,0,1
100,0,1,0,0,0,0,0
80,0,0,0,0,0,0,1
561,0,1,0,0,0,0,0
822,0,0,0,0,0,0,1
1142,0,0,0,0,1,0,0
120,0,1,0,0,0,0,0
20,0,0,0,0,0,0,1
501,0,1,0,0,0,0,0
862,1,0,0,0,0,0,0
220,0,1,0,0,0,0,0
561,0,0,0,0,1,0,0
571,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
531,0,0,0,0,0,1,0
862,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1
611,0,1,0,0,0,0,0
791,0,0,0,0,0,0,1
391,0,0,0,0,1,0,0
30,0,0,0,0,0,0,1
471,0,0,0,0,1,0,0
70,0,0,0,0,0,0,1
150,0,0,0,0,1,0,0
71,0,0,0,0,0,0,1
230,0,0,0,0,0,1,0
160,0,0,0,0,0,0,1
1763,0,1,0,0,0,0,0
121,0,0,0,0,0,0,1
1402,0,1,0,0,0,0,0
661,0,0,0,0,0,0,1
931,0,1,0,0,0,0,0
130,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
190,0,0,0,0,1,0,0
30,0,0,0,0,0,0,1
470,0,1,0,0,0,0,0
2084,1,0,0,0,0,0,0
100,0,0,0,0,1,0,0
30,0,0,0,0,0,0,1
190,0,0,0,0,1,0,0
30,0,0,0,0,0,0,1
471,0,0,0,0,0,1,0
70,0,0,0,0,0,0,1
191,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
390,0,0,0,0,0,1,0
31,0,0,0,0,0,0,1
641,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
4258,0,1,0,0,0,0,0
711,0,0,0,0,0,1,0
50,0,0,0,0,0,0,1
461,0,0,0,0,0,1,0
1052,0,1,0,0,0,0,0
60,1,0,0,0,0,0,0
20,0,0,0,0,0,0,1
