duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
340,0,0,0,0,1,0,0
320,0,0,0,0,0,1,0
281,0,0,0,0,1,0,0
281,0,0,0,0,0,1,0
200,0,0,0,0,1,0,0
10,0,0,0,0,0,0,1
291,0,0,0,0,1,0,0
140,0,0,0,0,0,1,0
40,0,0,0,0,0,0,1
792,0,0,0,0,0,1,0
220,0,0,0,0,1,0,0
501,0,0,0,0,0,1,0
70,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
290,0,0,0,0,1,0,0
171,0,0,0,0,0,1,0
10,0,0,0,0,0,0,1
280,0,0,0,0,0,1,0
191,0,0,0,0,1,0,0
881,0,0,0,0,0,1,0
170,0,0,0,0,1,0,0
331,0,0,0,0,0,1,0
230,0,0,0,0,1,0,0
161,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
481,0,0,0,0,0,1,0
181,0,0,0,0,1,0,0
551,0,0,0,0,0,1,0
50,0,0,0,0,0,0,1
251,0,0,0,0,0,1,0
190,0,0,0,0,1,0,0
2124,0,0,0,0,0,1,0
301,0,0,0,0,1,0,0
80,0,0,0,0,0,0,1
190,0,0,0,0,1,0,0
291,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1
2084,0,0,0,0,0,1,0
60,0,0,0,0,0,0,1
4017,0,0,0,0,0,1,0
220,0,0,0,0,1,0,0
50,0,0,0,0,0,0,1
2906,0,0,0,0,0,1,0
1583,0,0,0,0,1,0,0
290,0,0,0,0,0,1,0
